datetime,AREX,WLL,cash,commission,total,returns,equity_curve,drawdown
2008-04-17 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-18 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-21 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-22 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-23 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-24 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-25 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-28 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-29 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-04-30 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-01 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-02 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-05 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-06 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-07 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-08 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-09 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-12 00:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2008-05-13 00:00:00,-45380.00200000001,81010.002,66858.004,32.0,102488.00399999999,0.02488003999999977,1.0248800399999998,0.0
2008-05-14 00:00:00,-42500.0,80250.0,66858.004,32.0,104608.004,0.020685347721280722,1.0460800399999999,0.0
2008-05-15 00:00:00,-42960.0,81029.99799999999,66858.004,32.0,104928.002,0.003059020225641529,1.0492800199999999,0.0
2008-05-16 00:00:00,-43220.002,86540.0,66858.004,32.0,110178.00200000001,0.05003430828693389,1.10178002,0.0
2008-05-19 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,-0.0002904391023537123,1.10146002,0.000320000000000098
2008-05-20 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-05-21 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-05-22 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-05-23 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-05-27 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-05-28 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-05-29 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-05-30 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-02 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-03 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-04 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-05 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-06 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-09 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-10 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-11 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-12 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-13 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-16 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-17 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-18 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-19 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-20 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-23 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-24 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-25 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-26 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-27 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-06-30 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-01 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-02 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-03 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-07 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-08 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-09 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-10 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-11 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-14 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-15 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-16 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-17 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-18 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-21 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-22 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-23 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-24 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-25 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-28 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-29 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-30 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-07-31 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-08-01 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-08-04 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-08-05 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-08-06 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-08-07 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-08-08 00:00:00,0.0,0.0,110146.00200000001,64.0,110146.00200000001,0.0,1.10146002,0.000320000000000098
2008-08-11 00:00:00,29200.0,-82239.998,164094.00400000002,96.0,111054.00600000001,0.008243640109606432,1.11054006,0.0
2008-08-12 00:00:00,28980.0,-83379.998,164094.00400000002,96.0,109694.00600000001,-0.012246293933782071,1.0969400599999999,0.013600000000000056
2008-08-13 00:00:00,31140.0,-88160.004,164094.00400000002,96.0,107074.00000000001,-0.023884677892062722,1.07074,0.039800059999999915
2008-08-14 00:00:00,30540.0,-87120.002,164094.00400000002,96.0,107514.00200000002,0.004109326260343327,1.07514002,0.035400039999999855
2008-08-15 00:00:00,30960.0,-84110.0,164094.00400000002,96.0,110944.00400000002,0.03190283996683507,1.10944004,0.0011000199999999793
2008-08-18 00:00:00,29860.0,-83650.00200000001,164094.00400000002,96.0,110304.00200000001,-0.005768693907964639,1.10304002,0.007500040000000041
2008-08-19 00:00:00,29460.0,-89640.0,164094.00400000002,96.0,103914.00400000002,-0.05793079021738479,1.03914004,0.07140002000000001
2008-08-20 00:00:00,29840.0,-94150.00200000001,164094.00400000002,96.0,99784.00200000001,-0.03974442174319459,0.9978400199999998,0.11270004000000011
2008-08-21 00:00:00,29140.0,-97080.00200000001,164094.00400000002,96.0,96154.00200000001,-0.03637857699874569,0.9615400199999999,0.14900004
2008-08-22 00:00:00,28180.0,-93710.0,164094.00400000002,96.0,98564.00400000002,0.02506398017630107,0.98564004,0.12490001999999989
2008-08-25 00:00:00,27660.0,-93419.99799999999,164094.00400000002,96.0,98334.00600000002,-0.0023334888059133307,0.9833400600000001,0.12719999999999987
2008-08-26 00:00:00,28160.0,-95800.004,164094.00400000002,96.0,96454.00000000001,-0.019118574300735935,0.96454,0.14600006
2008-08-27 00:00:00,29480.0,-96930.0,164094.00400000002,96.0,96644.00400000002,0.001969892383934413,0.9664400400000001,0.14410001999999988
2008-08-28 00:00:00,28440.0,-94570.0,164094.00400000002,96.0,97964.00400000002,0.01365837450195051,0.97964004,0.1309000199999999
2008-08-29 00:00:00,28000.0,-96239.998,164094.00400000002,96.0,95854.00600000001,-0.021538503060777425,0.9585400599999999,0.15200000000000002
2008-09-02 00:00:00,26240.0,-90650.00200000001,164094.00400000002,96.0,99684.00200000001,0.039956556432289236,0.9968400199999998,0.11370004000000011
2008-09-03 00:00:00,24260.0,-87099.99799999999,164094.00400000002,96.0,101254.00600000002,0.015749809081702093,1.0125400599999999,0.09800000000000009
2008-09-04 00:00:00,22640.0,-85599.99799999999,164094.00400000002,96.0,101134.00600000002,-0.00118513829467648,1.0113400599999998,0.09920000000000018
2008-09-05 00:00:00,22680.0,-87239.998,164094.00400000002,96.0,99534.00600000001,-0.015820593520245008,0.9953400599999995,0.11520000000000041
2008-09-08 00:00:00,21420.0,-83410.004,164094.00400000002,96.0,102104.00000000001,0.025820260866421973,1.0210399999999995,0.08950006000000044
2008-09-09 00:00:00,20500.0,-71940.00200000001,164094.00400000002,96.0,112654.00200000001,0.10332604011596014,1.1265400199999993,0.0
2008-09-10 00:00:00,22640.0,-78949.996,164094.00400000002,96.0,107784.00800000002,-0.04322965818826385,1.0778400799999994,0.048699939999999886
2008-09-11 00:00:00,24520.0,-79489.998,164094.00400000002,96.0,109124.00600000001,0.012432252472927008,1.0912400599999992,0.03529996000000013
2008-09-12 00:00:00,27480.0,-83440.00200000001,164094.00400000002,96.0,108134.00200000001,-0.009072284241471107,1.0813400199999992,0.04520000000000013
2008-09-15 00:00:00,25160.0,-74980.00400000002,164094.00400000002,96.0,114274.0,0.05678138130872101,1.1427399999999992,0.0
2008-09-16 00:00:00,25900.0,-73680.0,164094.00400000002,96.0,116314.00400000002,0.01785186481614387,1.1631400399999994,0.0
2008-09-17 00:00:00,27120.0,-70099.99799999999,164094.00400000002,96.0,121114.00600000002,0.04126761898764997,1.2111400599999993,0.0
2008-09-18 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,-0.0002642138680476469,1.2108200599999992,0.000320000000000098
2008-09-19 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-09-22 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-09-23 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-09-24 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-09-25 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-09-26 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-09-29 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-09-30 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-01 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-02 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-03 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-06 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-07 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-08 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-09 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-10 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-13 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-14 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-15 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-16 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-17 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-20 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-21 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-22 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-23 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-24 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-27 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-28 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-29 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-30 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-10-31 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-11-03 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-11-04 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-11-05 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
2008-11-06 00:00:00,0.0,0.0,121082.00600000002,128.0,121082.00600000002,0.0,1.2108200599999992,0.000320000000000098
